path,label,label_id,shape_area,shape_perimeter,shape_circularity,shape_aspect_ratio,shape_extent,shape_solidity,shape_equiv_diameter,shape_irregularity
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/fb7d12ae-ac5d-4593-8f17-1f248a6ff331___JR_HL 8539.JPG,Pepper__bell___healthy,1,37655.0,832.09753,0.6834143,0.9510204,0.65963036,0.9527484,218.9608,1.2096452
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/d00ae91b-e539-4877-ad89-ba6086bbeaf2___JR_B.Spot 9096.JPG,Pepper__bell___Bacterial_spot,0,25012.0,981.7544,0.32610133,1.0044053,0.48326764,0.74651545,178.45523,1.7511514
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/ab58e633-4e84-48f1-a412-c8210940345d___Com.G_SpM_FL 1191.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,26069.5,741.77167,0.5953908,0.7424893,0.64674145,0.92871517,182.18869,1.2959819
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/90f8a11f-04f3-4d4d-a6c0-9b75e69ae66f___Com.G_TgS_FL 8048.JPG,Tomato__Target_Spot,11,22975.0,706.8427,0.57785624,0.7379913,0.5936539,0.8970404,171.03415,1.3154976
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/2b63b39d-7d3b-4421-9d68-b81b0862977b___Keller.St_CG 2025.JPG,Tomato_Septoria_leaf_spot,9,18146.0,638.0143,0.56018305,0.67156863,0.6492772,0.8998537,152.00067,1.3360878
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/863ec65a-13fc-42a9-9e03-4a3609e746f8___UF.GRC_YLCV_Lab 01950.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,31352.0,810.1909,0.6002061,0.98630136,0.66277695,0.916002,199.79642,1.2907728
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/b510960e-d1df-46e6-bc09-d14610011a4b___GCREC_Bact.Sp 3393.JPG,Tomato_Bacterial_spot,5,25835.5,958.45795,0.35341147,1.0547945,0.510694,0.7986615,181.36919,1.6821305
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/6fbea9aa-cc3b-46be-a066-a762cd659113___GCREC_Bact.Sp 6024.JPG,Tomato_Bacterial_spot,5,30645.5,808.0559,0.58978504,0.8313253,0.5945618,0.8935069,197.53244,1.3021263
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/989d984b-eaef-4ae1-a850-c2ae65961bdf___GHLB2 Leaf 9026.JPG,Tomato_Late_blight,7,17048.0,666.96045,0.4815963,0.85106385,0.5667553,0.8308397,147.3302,1.4409816
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Leaf_Mold/f85b350c-a7cf-4652-87e7-5e039e82021d___Crnl_L.Mold 8927.JPG,Tomato_Leaf_Mold,8,24132.0,815.12695,0.45640737,0.79746836,0.53874487,0.8204814,175.28781,1.4802111
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/116f4d08-405e-492c-a8b2-dd596b19b820___GCREC_Bact.Sp 3053.JPG,Tomato_Bacterial_spot,5,34962.5,818.3402,0.6560616,0.9271255,0.6181161,0.93443894,210.98729,1.2346041
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Early_blight/3a8ed6b0-1566-4ab1-b0e2-6a670dfca65a___RS_Erly.B 7653.JPG,Tomato_Early_blight,6,22829.0,975.0437,0.3017509,0.8298755,0.4736307,0.73314387,170.48984,1.8204372
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/cbd86fc5-7f88-4984-a1ed-445de8b76573___GH_HL Leaf 354.1.JPG,Tomato_healthy,14,25920.0,735.73,0.6017387,0.90140843,0.63380283,0.9383315,181.66554,1.289128
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/2693b1a4-a4a2-4c40-a775-75b640e50b01___GCREC_Bact.Sp 5798.JPG,Tomato_Bacterial_spot,5,29426.5,947.6295,0.41178575,0.8097166,0.59567815,0.8373003,193.5639,1.5583476
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_mosaic_virus/27ebc6ca-9094-46c1-9fa7-35432b9adb93___PSU_CG 2310.JPG,Tomato__Tomato_mosaic_virus,13,20497.0,709.5879,0.51154965,0.9128205,0.59052145,0.86252314,161.54749,1.3981575
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/e7a9a772-95f5-4bd4-ad34-831c3c47c024___RS_HL 9909.JPG,Tomato_healthy,14,30027.5,838.1148,0.53718275,0.89873415,0.5948278,0.9141209,195.53056,1.3643914
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/8553094b-3e19-4e4c-8ba1-49e98ff135e9___RS_Late.B 4869.JPG,Tomato_Late_blight,7,31728.5,1045.0853,0.36505297,1.0334728,0.5374706,0.85324925,200.9925,1.6550916
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/36bb4cfa-4245-4578-bdb3-bce9170d833e___JR_Sept.L.S 8387.JPG,Tomato_Septoria_leaf_spot,9,21610.5,884.3158,0.3472641,0.875,0.49222165,0.7839407,165.87749,1.6969539
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Early_blight/3a634ad7-1119-4ea1-9268-bedc8308fdc8___RS_Erly.B 7841.JPG,Tomato_Early_blight,6,21121.5,841.42847,0.37488684,0.8,0.5454933,0.78307533,163.99002,1.6332396
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/2b37cb9f-75c0-4e26-b82a-053525aa3d2d___RS_HL 9989.JPG,Tomato_healthy,14,31712.5,1041.9381,0.3670764,0.9311741,0.5582204,0.821429,200.9418,1.6505238
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/20c3bfbf-a2c7-425c-9ad7-bd1ec8f3b181___JR_Sept.L.S 2656.JPG,Tomato_Septoria_leaf_spot,9,27017.0,960.0143,0.36837623,0.7578125,0.5439957,0.76510483,185.46997,1.6476091
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/49d75a64-a635-4ad0-bb8d-09678e63fd02___Com.G_SpM_FL 1736.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,24478.5,730.1148,0.5770486,0.7811159,0.5772414,0.93028164,176.54176,1.316418
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/8289c053-a0c4-4740-9fd8-fd316b6f5688___JR_B.Spot 3299.JPG,Pepper__bell___Bacterial_spot,0,34148.0,900.5828,0.5290879,0.9799197,0.5620515,0.8880913,208.51518,1.3747891
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Late_blight/c0e1bf8b-8b3d-4e00-bbd7-dc134dd9ca42___RS_LB 3234.JPG,Potato___Late_blight,3,22361.5,920.0559,0.3319574,0.96330273,0.48845565,0.72996885,168.73514,1.7356367
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/e2863dd0-5964-4cad-9119-ae4b73aba144___Matt.S_CG 7712.JPG,Tomato_Septoria_leaf_spot,9,33095.0,843.12695,0.585041,0.93877554,0.58731145,0.8647201,205.27509,1.3073951
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/42aab48c-ad58-42b6-adaa-2dc72364288a___Com.G_SpM_FL 1222.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,22191.0,732.3574,0.5199248,0.78070176,0.54679185,0.88317114,168.09062,1.3868507
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/2408d25f-d3a8-4f40-a512-76b12d710a2a___YLCV_GCREC 5241.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,25677.5,780.3158,0.52993405,0.8153153,0.6390299,0.86492634,180.81374,1.3736912
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/d212a7d8-8b14-4461-8cdd-d946cc366724___JR_HL 8360.JPG,Pepper__bell___healthy,1,30152.5,783.5706,0.61713034,0.8713693,0.59578145,0.9128408,195.93712,1.2729506
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/d2c04ad0-6dbc-4f9c-8566-446bcc9b5953___GHLB2 Leaf 8679.JPG,Tomato_Late_blight,7,17230.5,850.8011,0.2991243,0.879397,0.49477386,0.6760107,148.11668,1.8284124
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/a54fa73d-5d09-4cfd-a796-75112b088611___GCREC_Bact.Sp 3581.JPG,Tomato_Bacterial_spot,5,29861.5,836.45795,0.5363315,0.86419755,0.5851754,0.895639,194.98933,1.3654737
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/82c21b38-9e24-4447-8f91-318d04cb67e8___YLCV_NREC 2540.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,14754.0,605.0437,0.50646114,0.765625,0.5227466,0.84128296,137.05975,1.4051638
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Early_blight/5870b25f-914c-4dae-aaf5-88d48cb90803___RS_Erly.B 7774.JPG,Tomato_Early_blight,6,20805.5,690.3158,0.5486462,0.84134614,0.5715797,0.856211,162.75867,1.3500623
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/32a507e6-d184-43bc-85d9-75f8e6cce8b9___Com.G_TgS_FL 9887.JPG,Tomato__Target_Spot,11,23184.0,747.529,0.52136534,0.826484,0.5848785,0.8728094,171.81032,1.3849335
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/9d3315cd-67a3-42be-8002-a3fa5950bbd8___JR_HL 7932.JPG,Pepper__bell___healthy,1,27938.5,790.0559,0.56246734,0.8613445,0.5726276,0.8823009,188.60648,1.3333721
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/c0b98fdd-b9b8-453f-8de3-4aeec4299f8c___GCREC_Bact.Sp 6086.JPG,Tomato_Bacterial_spot,5,31539.0,1026.6173,0.3760457,1.0327103,0.6668711,0.8152667,200.39137,1.6307211
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/0c102dad-d31f-469b-89d1-6fe7bf93708c___JR_HL 7689.JPG,Pepper__bell___healthy,1,41566.5,901.2864,0.6430248,0.992,0.67042744,0.94781667,230.05241,1.2470565
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/59f2bb8e-e7a1-42b6-8613-f3d4bc11253a___RS_Late.B 6605.JPG,Tomato_Late_blight,7,18558.0,1113.9554,0.18793403,0.7265625,0.38974294,0.7044087,153.71655,2.306733
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/01b2013e-4030-4cd0-843c-2dbacf5f3758___Com.G_TgS_FL 8398.JPG,Tomato__Target_Spot,11,25980.0,759.0437,0.5666507,0.9136364,0.58751696,0.9142576,181.87569,1.328441
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___healthy/f4be3632-42a1-415a-9f7e-1d5ecb9f49d7___RS_HL 1783.JPG,Potato___healthy,4,31937.0,841.73,0.5664458,0.8547718,0.6432945,0.91616344,201.65181,1.3286813
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/17ee90d7-f733-4026-a83e-c5c87ad88e67___GCREC_Bact.Sp 5623.JPG,Tomato_Bacterial_spot,5,32933.5,882.88434,0.5309335,0.9221311,0.5998816,0.87584436,204.77362,1.3723975
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/b53f6bc0-afaf-41f5-bee3-2b8ff9925c18___Com.G_SpM_FL 8467.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,22468.0,753.73,0.4969843,0.8842593,0.5445996,0.89296925,169.13647,1.4184978
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/292ba858-8065-4a1f-b3d6-29a81e3f9dcd___Matt.S_CG 6654.JPG,Tomato_Septoria_leaf_spot,9,22858.0,931.5534,0.33100352,0.96734697,0.39366227,0.77512336,170.5981,1.7381358
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Early_blight/496e8f67-eec4-47be-9c37-b7e8fd4cf230___RS_Erly.B 7743.JPG,Tomato_Early_blight,6,21060.5,1155.3108,0.19828092,1.0794393,0.4260327,0.67989737,163.75305,2.2457404
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/cedd651a-3e4a-42cd-9221-e06ee728aa7d___Com.G_TgS_FL 9703.JPG,Tomato__Target_Spot,11,19743.5,719.5706,0.47916728,0.7319149,0.4884587,0.8252419,158.55032,1.4446293
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/306ea7af-ad33-45cd-bbc5-cf92c16c73f9___YLCV_GCREC 5385.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,28318.5,866.2813,0.47420073,0.8647541,0.55004466,0.84638953,189.8848,1.4521748
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/9aaf4a7d-12ac-457a-a18c-1f7ea13065de___RS_Late.B 5179.JPG,Tomato_Late_blight,7,35540.0,856.15643,0.6092858,1.0575222,0.6579776,0.9418936,212.72267,1.281119
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/803dada3-6a01-491a-b743-b1bb21a9af6b___GCREC_Bact.Sp 6093.JPG,Tomato_Bacterial_spot,5,35743.5,961.97266,0.48537958,0.84375,0.646403,0.8797101,213.33081,1.4353547
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Early_blight/1797b5ac-ed8b-4b35-bd01-f8a14d34d6e1___RS_Early.B 8812.JPG,Potato___Early_blight,2,35249.0,1010.4407,0.43384543,0.9153226,0.62613684,0.8870351,211.84999,1.5182122
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/8c89465d-6cb8-44a4-a537-645ecc8b0b4b___YLCV_NREC 0291.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,21466.5,772.1148,0.4524883,1.0686275,0.48269698,0.81227887,165.32391,1.4866074
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/00139ae8-d881-4edb-925f-46584b0bd68c___YLCV_NREC 2944.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,17989.5,633.0021,0.56418127,0.7294686,0.57553506,0.8658789,151.3438,1.3313452
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/ba98d073-d05a-4dfd-ae35-3f1fda2c3110___RS_Late.B 4843.JPG,Tomato_Late_blight,7,34308.5,926.60004,0.5021424,0.93801653,0.6245403,0.8934854,209.00464,1.4111934
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/39875cb8-3958-46b9-a9dc-f810f353af5a___JR_B.Spot 3321.JPG,Pepper__bell___Bacterial_spot,0,33713.5,843.0853,0.59603345,1.0884956,0.60640156,0.92652595,207.18437,1.2952831
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/5c8400ba-6824-4c5d-ba27-c92d521c1117___JR_HL 7568.JPG,Pepper__bell___healthy,1,34335.0,841.6955,0.6090275,0.9140625,0.5731671,0.9176555,209.08534,1.2813907
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/07aae897-44cd-4a0c-9471-1bd6234135b0___JR_HL 8745.JPG,Pepper__bell___healthy,1,32789.5,839.59503,0.5845275,0.952,0.55108404,0.90446305,204.32544,1.3079692
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/3ef63475-d311-4af4-9a8d-48279238cba2___Com.G_SpM_FL 1580.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,23390.0,648.70056,0.6984761,0.72602737,0.6717211,0.9607525,172.57193,1.1965318
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/21a4dee8-257f-48ea-90d2-0d2402b1a88a___UF.GRC_YLCV_Lab 01524.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,28985.5,772.9777,0.6096165,0.8318584,0.68220437,0.91030574,192.108,1.2807715
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Leaf_Mold/af1c1bf4-43b5-47ff-aade-ebd32635f77a___Crnl_L.Mold 7045.JPG,Tomato_Leaf_Mold,8,19499.5,739.5706,0.4479959,0.8967136,0.4793034,0.8803982,157.56755,1.4940426
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/7ceecafc-d328-4410-a9e0-5978860e71d5___UF.GRC_YLCV_Lab 01607.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,23688.5,787.4041,0.4801225,1.0492611,0.5478503,0.847107,173.66962,1.4431915
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/f332d822-2557-42ee-ba97-c62cafcc5c29___GCREC_Bact.Sp 3172.JPG,Tomato_Bacterial_spot,5,27237.0,739.47015,0.62593305,0.8067227,0.5960478,0.9118971,186.22359,1.263968
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/8e142609-2257-448f-84e0-b20a6e85dcba___NREC_B.Spot 9160.JPG,Pepper__bell___Bacterial_spot,0,24296.5,757.1442,0.5325941,0.7866667,0.6100816,0.89978707,175.88423,1.3702563
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/8a858170-8565-4aa9-8080-bbcc2b63f7ca___UF.GRC_YLCV_Lab 02826.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,26914.0,886.33307,0.4305209,0.814346,0.5883999,0.83191144,185.11609,1.5240629
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/173f882f-3ba1-49d2-ab0d-ca8232baf2a5___Matt.S_CG 6133.JPG,Tomato_Septoria_leaf_spot,9,29400.0,855.9554,0.5042605,0.9684685,0.61596483,0.88097805,193.47673,1.4082266
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/cdf046be-8d54-4e89-babf-425b7f7ac27c___Matt.S_CG 7437.JPG,Tomato_Septoria_leaf_spot,9,34177.5,1063.6539,0.37962034,1.0406504,0.5427067,0.8415202,208.60524,1.6230252
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/b6b5c469-9b5a-4b91-ac32-c11f1a9fc8df___Matt.S_CG 2503.JPG,Tomato_Septoria_leaf_spot,9,31644.5,820.88434,0.5901252,1.0043104,0.5854022,0.9085154,200.72626,1.301751
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/77c058b8-2001-4416-8c49-0eb206ba4f57___Com.G_SpM_FL 1219.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,23268.0,667.529,0.65618855,0.7235023,0.68296695,0.93720543,172.12129,1.2344846
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/4ef7faee-a40b-4f02-9ecb-d660ed0fd708___GCREC_Bact.Sp 6322.JPG,Tomato_Bacterial_spot,5,27687.0,874.2153,0.45524895,0.90416664,0.53162444,0.8384918,187.75565,1.4820932
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/8581fc41-9bd8-4845-9eef-bf1c58997a37___JR_B.Spot 9038.JPG,Pepper__bell___Bacterial_spot,0,35053.0,905.61224,0.53709424,1.0570176,0.6379304,0.88956845,211.26018,1.3645039
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/2970df15-12d6-4ca2-b445-78a7b2cdba0a___UF.GRC_YLCV_Lab 09465.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,32352.5,852.5168,0.55938625,0.8495935,0.6292547,0.87113106,202.9593,1.3370391
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___healthy/23f1ab77-d664-49c4-92eb-41eb66c6d101___RS_HL 4169.JPG,Potato___healthy,4,28479.5,697.3452,0.735947,0.855814,0.71990645,0.98085105,190.4238,1.165673
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/d3522fcb-a325-48b2-8b37-881a56e190e4___NREC_B.Spot 9047.JPG,Pepper__bell___Bacterial_spot,0,38892.0,905.12695,0.5965559,0.921875,0.6437368,0.8962426,222.52827,1.2947158
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/939c6274-f21d-4d60-88db-c882d85d0b19___Com.G_TgS_FL 1025.JPG,Tomato__Target_Spot,11,26894.5,779.97266,0.5555391,0.89285713,0.6003237,0.8895743,185.04903,1.3416607
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/18663563-6c5e-43f0-bed8-72e7c9adc3ee___Com.G_SpM_FL 8831.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,28805.0,819.7544,0.53865445,0.9612069,0.55676895,0.9091483,191.50891,1.3625263
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/924c8aa8-14ac-4b67-847b-900965799792___JR_B.Spot 3169.JPG,Pepper__bell___Bacterial_spot,0,31354.0,1044.8671,0.3608949,0.9757085,0.526719,0.75628346,199.80278,1.6645991
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/a6b6fba1-bd00-4934-9029-ed51c46ed962___RS_Late.B 4894.JPG,Tomato_Late_blight,7,22537.0,1013.6955,0.27560744,0.964,0.3740581,0.77254266,169.39598,1.9048226
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/55d5e031-a28d-4f65-876d-79c39a3cb153___Com.G_SpM_FL 1209.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,24737.0,710.9016,0.61508894,0.74347824,0.6289601,0.94508016,177.47148,1.2750612
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/1ac8d300-077c-43dc-8685-83ac695e07b4___GCREC_Bact.Sp 3672.JPG,Tomato_Bacterial_spot,5,29804.0,863.87213,0.50186336,1.0045046,0.602028,0.86936486,194.80151,1.4115857
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/abab2c83-54cb-4427-b239-7f55be4d7f78___RS_HL 9709.JPG,Tomato_healthy,14,24043.0,698.2153,0.6197547,0.73593074,0.61224854,0.92653036,174.96428,1.2702526
